SMControlTest.control.reset_state[3:0],SMControlTest.control.start,SMControlTest.control.mr3,SMControlTest.control.mr2,SMControlTest.control.mr1,SMControlTest.control.mr0,SMControlTest.control.s[3:0],SMControlTest.control.rsclear,SMControlTest.control.mdld,SMControlTest.control.mrld,SMControlTest.control.rsload,SMControlTest.control.rsshr,SMControlTest.control.rst,SMControlTest.control.clk,SMControlTest.control.n[3:0]
0,0,-,-,-,-,0,0,0,0,0,0,0,1,0
0,1,-,-,-,-,1,1,1,1,0,0,0,1,10
0,0,-,-,-,-,0,0,0,0,0,0,0,1,0
0,1,-,-,-,-,1,1,1,1,0,0,0,1,10
0,0,-,-,-,-,0,0,0,0,0,0,0,1,0
0,1,-,-,-,-,1,1,1,1,0,0,0,1,10
0,0,-,-,-,-,0,0,0,0,0,0,0,1,0
0,1,-,-,-,-,1,1,1,1,0,0,0,1,10
0,0,-,-,-,-,0,0,0,0,0,0,0,1,0
0,1,-,-,-,-,1,1,1,1,0,0,0,1,10
0,0,-,-,-,-,0,0,0,0,0,0,0,1,0
0,1,-,-,-,-,1,1,1,1,0,0,0,1,10
0,0,-,-,-,-,0,0,0,0,0,0,0,1,0
0,1,-,-,-,-,1,1,1,1,0,0,0,1,10
0,0,-,-,-,-,0,0,0,0,0,0,0,1,0
0,1,-,-,-,-,1,1,1,1,0,0,0,1,10
0,0,-,-,-,-,0,0,0,0,0,0,0,1,0
0,1,-,-,-,-,1,1,1,1,0,0,0,1,10
0,0,-,-,-,-,0,0,0,0,0,0,0,1,0
0,1,-,-,-,-,1,1,1,1,0,0,0,1,10
0,0,-,-,-,-,0,0,0,0,0,0,0,1,0
0,1,-,-,-,-,1,1,1,1,0,0,0,1,10
0,0,-,-,-,-,0,0,0,0,0,0,0,1,0
0,1,-,-,-,-,1,1,1,1,0,0,0,1,10
0,0,-,-,-,-,0,0,0,0,0,0,0,1,0
0,1,-,-,-,-,1,1,1,1,0,0,0,1,10
0,0,-,-,-,-,0,0,0,0,0,0,0,1,0
0,1,-,-,-,-,1,1,1,1,0,0,0,1,10
0,0,-,-,-,-,0,0,0,0,0,0,0,1,0
0,1,-,-,-,-,1,1,1,1,0,0,0,1,10
0,0,-,-,-,-,0,0,0,0,0,0,0,1,0
0,1,-,-,-,-,1,1,1,1,0,0,0,1,10
1,-,-,-,-,-,10,0,0,0,0,0,0,1,1011
1,-,-,-,-,-,10,0,0,0,0,0,0,1,1011
1,-,-,-,-,-,10,0,0,0,0,0,0,1,111
1,-,-,-,-,-,10,0,0,0,0,0,0,1,111
1,-,-,-,-,-,10,0,0,0,0,0,0,1,1011
1,-,-,-,-,-,10,0,0,0,0,0,0,1,1011
1,-,-,-,-,-,10,0,0,0,0,0,0,1,111
1,-,-,-,-,-,10,0,0,0,0,0,0,1,111
1,-,-,-,-,-,10,0,0,0,0,0,0,1,1011
1,-,-,-,-,-,10,0,0,0,0,0,0,1,1011
1,-,-,-,-,-,10,0,0,0,0,0,0,1,111
1,-,-,-,-,-,10,0,0,0,0,0,0,1,111
1,-,-,-,-,-,10,0,0,0,0,0,0,1,1011
1,-,-,-,-,-,10,0,0,0,0,0,0,1,1011
1,-,-,-,-,-,10,0,0,0,0,0,0,1,111
1,-,-,-,-,-,10,0,0,0,0,0,0,1,111
1,-,-,-,-,-,10,0,0,0,0,0,0,1,1011
1,-,-,-,-,-,10,0,0,0,0,0,0,1,1011
1,-,-,-,-,-,10,0,0,0,0,0,0,1,111
1,-,-,-,-,-,10,0,0,0,0,0,0,1,111
1,-,-,-,-,-,10,0,0,0,0,0,0,1,1011
1,-,-,-,-,-,10,0,0,0,0,0,0,1,1011
1,-,-,-,-,-,10,0,0,0,0,0,0,1,111
1,-,-,-,-,-,10,0,0,0,0,0,0,1,111
1,-,-,-,-,-,10,0,0,0,0,0,0,1,1011
1,-,-,-,-,-,10,0,0,0,0,0,0,1,1011
1,-,-,-,-,-,10,0,0,0,0,0,0,1,111
1,-,-,-,-,-,10,0,0,0,0,0,0,1,111
1,-,-,-,-,-,10,0,0,0,0,0,0,1,1011
1,-,-,-,-,-,10,0,0,0,0,0,0,1,1011
1,-,-,-,-,-,10,0,0,0,0,0,0,1,111
1,-,-,-,-,-,10,0,0,0,0,0,0,1,111
10,-,-,-,-,0,1011,0,0,0,0,0,0,1,11
10,-,-,-,-,0,1011,0,0,0,0,0,0,1,11
10,-,-,-,-,1,111,0,0,0,1,0,0,1,11
10,-,-,-,-,1,111,0,0,0,1,0,0,1,11
10,-,-,-,-,0,1011,0,0,0,0,0,0,1,11
10,-,-,-,-,0,1011,0,0,0,0,0,0,1,11
10,-,-,-,-,1,111,0,0,0,1,0,0,1,11
10,-,-,-,-,1,111,0,0,0,1,0,0,1,11
10,-,-,-,-,0,1011,0,0,0,0,0,0,1,11
10,-,-,-,-,0,1011,0,0,0,0,0,0,1,11
10,-,-,-,-,1,111,0,0,0,1,0,0,1,11
10,-,-,-,-,1,111,0,0,0,1,0,0,1,11
10,-,-,-,-,0,1011,0,0,0,0,0,0,1,11
10,-,-,-,-,0,1011,0,0,0,0,0,0,1,11
10,-,-,-,-,1,111,0,0,0,1,0,0,1,11
10,-,-,-,-,1,111,0,0,0,1,0,0,1,11
10,-,-,-,-,0,1011,0,0,0,0,0,0,1,11
10,-,-,-,-,0,1011,0,0,0,0,0,0,1,11
10,-,-,-,-,1,111,0,0,0,1,0,0,1,11
10,-,-,-,-,1,111,0,0,0,1,0,0,1,11
10,-,-,-,-,0,1011,0,0,0,0,0,0,1,11
10,-,-,-,-,0,1011,0,0,0,0,0,0,1,11
10,-,-,-,-,1,111,0,0,0,1,0,0,1,11
10,-,-,-,-,1,111,0,0,0,1,0,0,1,11
10,-,-,-,-,0,1011,0,0,0,0,0,0,1,11
10,-,-,-,-,0,1011,0,0,0,0,0,0,1,11
10,-,-,-,-,1,111,0,0,0,1,0,0,1,11
10,-,-,-,-,1,111,0,0,0,1,0,0,1,11
10,-,-,-,-,0,1011,0,0,0,0,0,0,1,11
10,-,-,-,-,0,1011,0,0,0,0,0,0,1,11
10,-,-,-,-,1,111,0,0,0,1,0,0,1,11
10,-,-,-,-,1,111,0,0,0,1,0,0,1,11
111,-,-,-,-,-,11,0,0,0,0,1,0,1,1100
111,-,-,-,-,-,11,0,0,0,0,1,0,1,1100
111,-,-,-,-,-,11,0,0,0,0,1,0,1,1100
111,-,-,-,-,-,11,0,0,0,0,1,0,1,1100
111,-,-,-,-,-,11,0,0,0,0,1,0,1,1000
111,-,-,-,-,-,11,0,0,0,0,1,0,1,1000
111,-,-,-,-,-,11,0,0,0,0,1,0,1,1000
111,-,-,-,-,-,11,0,0,0,0,1,0,1,1000
111,-,-,-,-,-,11,0,0,0,0,1,0,1,1100
111,-,-,-,-,-,11,0,0,0,0,1,0,1,1100
111,-,-,-,-,-,11,0,0,0,0,1,0,1,1100
111,-,-,-,-,-,11,0,0,0,0,1,0,1,1100
111,-,-,-,-,-,11,0,0,0,0,1,0,1,1000
111,-,-,-,-,-,11,0,0,0,0,1,0,1,1000
111,-,-,-,-,-,11,0,0,0,0,1,0,1,1000
111,-,-,-,-,-,11,0,0,0,0,1,0,1,1000
111,-,-,-,-,-,11,0,0,0,0,1,0,1,1100
111,-,-,-,-,-,11,0,0,0,0,1,0,1,1100
111,-,-,-,-,-,11,0,0,0,0,1,0,1,1100
111,-,-,-,-,-,11,0,0,0,0,1,0,1,1100
111,-,-,-,-,-,11,0,0,0,0,1,0,1,1000
111,-,-,-,-,-,11,0,0,0,0,1,0,1,1000
111,-,-,-,-,-,11,0,0,0,0,1,0,1,1000
111,-,-,-,-,-,11,0,0,0,0,1,0,1,1000
111,-,-,-,-,-,11,0,0,0,0,1,0,1,1100
111,-,-,-,-,-,11,0,0,0,0,1,0,1,1100
111,-,-,-,-,-,11,0,0,0,0,1,0,1,1100
111,-,-,-,-,-,11,0,0,0,0,1,0,1,1100
111,-,-,-,-,-,11,0,0,0,0,1,0,1,1000
111,-,-,-,-,-,11,0,0,0,0,1,0,1,1000
111,-,-,-,-,-,11,0,0,0,0,1,0,1,1000
111,-,-,-,-,-,11,0,0,0,0,1,0,1,1000
1011,-,-,-,-,-,11,0,0,0,0,1,0,1,1100
1011,-,-,-,-,-,11,0,0,0,0,1,0,1,1100
1011,-,-,-,-,-,11,0,0,0,0,1,0,1,1100
1011,-,-,-,-,-,11,0,0,0,0,1,0,1,1100
1011,-,-,-,-,-,11,0,0,0,0,1,0,1,1000
1011,-,-,-,-,-,11,0,0,0,0,1,0,1,1000
1011,-,-,-,-,-,11,0,0,0,0,1,0,1,1000
1011,-,-,-,-,-,11,0,0,0,0,1,0,1,1000
1011,-,-,-,-,-,11,0,0,0,0,1,0,1,1100
1011,-,-,-,-,-,11,0,0,0,0,1,0,1,1100
1011,-,-,-,-,-,11,0,0,0,0,1,0,1,1100
1011,-,-,-,-,-,11,0,0,0,0,1,0,1,1100
1011,-,-,-,-,-,11,0,0,0,0,1,0,1,1000
1011,-,-,-,-,-,11,0,0,0,0,1,0,1,1000
1011,-,-,-,-,-,11,0,0,0,0,1,0,1,1000
1011,-,-,-,-,-,11,0,0,0,0,1,0,1,1000
1011,-,-,-,-,-,11,0,0,0,0,1,0,1,1100
1011,-,-,-,-,-,11,0,0,0,0,1,0,1,1100
1011,-,-,-,-,-,11,0,0,0,0,1,0,1,1100
1011,-,-,-,-,-,11,0,0,0,0,1,0,1,1100
1011,-,-,-,-,-,11,0,0,0,0,1,0,1,1000
1011,-,-,-,-,-,11,0,0,0,0,1,0,1,1000
1011,-,-,-,-,-,11,0,0,0,0,1,0,1,1000
1011,-,-,-,-,-,11,0,0,0,0,1,0,1,1000
1011,-,-,-,-,-,11,0,0,0,0,1,0,1,1100
1011,-,-,-,-,-,11,0,0,0,0,1,0,1,1100
1011,-,-,-,-,-,11,0,0,0,0,1,0,1,1100
1011,-,-,-,-,-,11,0,0,0,0,1,0,1,1100
1011,-,-,-,-,-,11,0,0,0,0,1,0,1,1000
1011,-,-,-,-,-,11,0,0,0,0,1,0,1,1000
1011,-,-,-,-,-,11,0,0,0,0,1,0,1,1000
1011,-,-,-,-,-,11,0,0,0,0,1,0,1,1000
11,-,-,-,0,-,1100,0,0,0,0,0,0,1,100
11,-,-,-,0,-,1100,0,0,0,0,0,0,1,100
11,-,-,-,0,-,1100,0,0,0,0,0,0,1,100
11,-,-,-,0,-,1100,0,0,0,0,0,0,1,100
11,-,-,-,1,-,1000,0,0,0,1,0,0,1,100
11,-,-,-,1,-,1000,0,0,0,1,0,0,1,100
11,-,-,-,1,-,1000,0,0,0,1,0,0,1,100
11,-,-,-,1,-,1000,0,0,0,1,0,0,1,100
11,-,-,-,0,-,1100,0,0,0,0,0,0,1,100
11,-,-,-,0,-,1100,0,0,0,0,0,0,1,100
11,-,-,-,0,-,1100,0,0,0,0,0,0,1,100
11,-,-,-,0,-,1100,0,0,0,0,0,0,1,100
11,-,-,-,1,-,1000,0,0,0,1,0,0,1,100
11,-,-,-,1,-,1000,0,0,0,1,0,0,1,100
11,-,-,-,1,-,1000,0,0,0,1,0,0,1,100
11,-,-,-,1,-,1000,0,0,0,1,0,0,1,100
11,-,-,-,0,-,1100,0,0,0,0,0,0,1,100
11,-,-,-,0,-,1100,0,0,0,0,0,0,1,100
11,-,-,-,0,-,1100,0,0,0,0,0,0,1,100
11,-,-,-,0,-,1100,0,0,0,0,0,0,1,100
11,-,-,-,1,-,1000,0,0,0,1,0,0,1,100
11,-,-,-,1,-,1000,0,0,0,1,0,0,1,100
11,-,-,-,1,-,1000,0,0,0,1,0,0,1,100
11,-,-,-,1,-,1000,0,0,0,1,0,0,1,100
11,-,-,-,0,-,1100,0,0,0,0,0,0,1,100
11,-,-,-,0,-,1100,0,0,0,0,0,0,1,100
11,-,-,-,0,-,1100,0,0,0,0,0,0,1,100
11,-,-,-,0,-,1100,0,0,0,0,0,0,1,100
11,-,-,-,1,-,1000,0,0,0,1,0,0,1,100
11,-,-,-,1,-,1000,0,0,0,1,0,0,1,100
11,-,-,-,1,-,1000,0,0,0,1,0,0,1,100
11,-,-,-,1,-,1000,0,0,0,1,0,0,1,100
1000,-,-,-,-,-,100,0,0,0,0,1,0,1,1101
1000,-,-,-,-,-,100,0,0,0,0,1,0,1,1101
1000,-,-,-,-,-,100,0,0,0,0,1,0,1,1101
1000,-,-,-,-,-,100,0,0,0,0,1,0,1,1101
1000,-,-,-,-,-,100,0,0,0,0,1,0,1,1101
1000,-,-,-,-,-,100,0,0,0,0,1,0,1,1101
1000,-,-,-,-,-,100,0,0,0,0,1,0,1,1101
1000,-,-,-,-,-,100,0,0,0,0,1,0,1,1101
1000,-,-,-,-,-,100,0,0,0,0,1,0,1,1001
1000,-,-,-,-,-,100,0,0,0,0,1,0,1,1001
1000,-,-,-,-,-,100,0,0,0,0,1,0,1,1001
1000,-,-,-,-,-,100,0,0,0,0,1,0,1,1001
1000,-,-,-,-,-,100,0,0,0,0,1,0,1,1001
1000,-,-,-,-,-,100,0,0,0,0,1,0,1,1001
1000,-,-,-,-,-,100,0,0,0,0,1,0,1,1001
1000,-,-,-,-,-,100,0,0,0,0,1,0,1,1001
1000,-,-,-,-,-,100,0,0,0,0,1,0,1,1101
1000,-,-,-,-,-,100,0,0,0,0,1,0,1,1101
1000,-,-,-,-,-,100,0,0,0,0,1,0,1,1101
1000,-,-,-,-,-,100,0,0,0,0,1,0,1,1101
1000,-,-,-,-,-,100,0,0,0,0,1,0,1,1101
1000,-,-,-,-,-,100,0,0,0,0,1,0,1,1101
1000,-,-,-,-,-,100,0,0,0,0,1,0,1,1101
1000,-,-,-,-,-,100,0,0,0,0,1,0,1,1101
1000,-,-,-,-,-,100,0,0,0,0,1,0,1,1001
1000,-,-,-,-,-,100,0,0,0,0,1,0,1,1001
1000,-,-,-,-,-,100,0,0,0,0,1,0,1,1001
1000,-,-,-,-,-,100,0,0,0,0,1,0,1,1001
1000,-,-,-,-,-,100,0,0,0,0,1,0,1,1001
1000,-,-,-,-,-,100,0,0,0,0,1,0,1,1001
1000,-,-,-,-,-,100,0,0,0,0,1,0,1,1001
1000,-,-,-,-,-,100,0,0,0,0,1,0,1,1001
1100,-,-,-,-,-,100,0,0,0,0,1,0,1,1101
1100,-,-,-,-,-,100,0,0,0,0,1,0,1,1101
1100,-,-,-,-,-,100,0,0,0,0,1,0,1,1101
1100,-,-,-,-,-,100,0,0,0,0,1,0,1,1101
1100,-,-,-,-,-,100,0,0,0,0,1,0,1,1101
1100,-,-,-,-,-,100,0,0,0,0,1,0,1,1101
1100,-,-,-,-,-,100,0,0,0,0,1,0,1,1101
1100,-,-,-,-,-,100,0,0,0,0,1,0,1,1101
1100,-,-,-,-,-,100,0,0,0,0,1,0,1,1001
1100,-,-,-,-,-,100,0,0,0,0,1,0,1,1001
1100,-,-,-,-,-,100,0,0,0,0,1,0,1,1001
1100,-,-,-,-,-,100,0,0,0,0,1,0,1,1001
1100,-,-,-,-,-,100,0,0,0,0,1,0,1,1001
